datetime,open,high,low,close,volume,hold
2026-07-30 15:00:00,9368.0,9393.0,9364.0,9393.0,815,352782
2026-07-30 22:00:00,9383.0,9385.0,9363.0,9367.0,67301,355797
2026-07-30 23:00:00,9368.0,9395.0,9360.0,9369.0,23891,351762
2026-07-31 10:00:00,9350.0,9381.0,9335.0,9338.0,74171,351312
2026-07-31 11:15:00,9327.0,9343.0,9314.0,9315.0,1930,354459
2026-07-31 14:15:00,9315.0,9322.0,9271.0,9282.0,24,358692
2026-07-31 15:00:00,9282.0,9291.0,9267.0,9281.0,214,355211
2026-07-31 22:00:00,9311.0,9322.0,9286.0,9302.0,75959,353046
2026-07-31 23:00:00,9302.0,9317.0,9296.0,9296.0,1846,348846
2026-08-03 10:00:00,9254.0,9276.0,9232.0,9263.0,620,349239
2026-08-03 11:15:00,9262.0,9286.0,9243.0,9279.0,3126,350423
2026-08-03 14:15:00,9279.0,9298.0,9275.0,9282.0,4577,348015
2026-08-03 15:00:00,9283.0,9283.0,9250.0,9253.0,747,346714
2026-08-03 22:00:00,9250.0,9255.0,9230.0,9244.0,72891,347160
2026-08-03 23:00:00,9245.0,9281.0,9241.0,9277.0,3114,341349
2026-08-04 10:00:00,9297.0,9343.0,9277.0,9336.0,206,333579
2026-08-04 11:15:00,9338.0,9340.0,9309.0,9319.0,1656,329615
2026-08-04 14:15:00,9318.0,9331.0,9288.0,9292.0,3837,328212
2026-08-04 15:00:00,9300.0,9311.0,9294.0,9299.0,435,326360
2026-08-04 22:00:00,9272.0,9298.0,9271.0,9296.0,68919,331629
2026-08-04 23:00:00,9296.0,9317.0,9286.0,9313.0,17069,328491
2026-08-05 10:00:00,9294.0,9389.0,9294.0,9364.0,1977,325876
2026-08-05 11:15:00,9365.0,9400.0,9337.0,9400.0,65983,321624
2026-08-05 14:15:00,9399.0,9430.0,9378.0,9411.0,35651,320695
2026-08-05 15:00:00,9411.0,9416.0,9395.0,9395.0,889,313048
2026-08-05 22:00:00,9397.0,9423.0,9388.0,9407.0,64795,312663
2026-08-05 23:00:00,9408.0,9412.0,9377.0,9382.0,24301,310080
2026-08-06 10:00:00,9385.0,9394.0,9363.0,9368.0,92,308447
2026-08-06 11:15:00,9368.0,9391.0,9362.0,9374.0,175,306723
2026-08-06 14:15:00,9374.0,9385.0,9345.0,9376.0,995,305332
2026-08-06 15:00:00,9376.0,9392.0,9367.0,9385.0,34,302747
2026-08-06 22:00:00,9705.0,9705.0,9652.0,9661.0,50051,331382
2026-08-06 23:00:00,9661.0,9661.0,9634.0,9644.0,109,331836
2026-08-07 10:00:00,9644.0,9692.0,9644.0,9684.0,83,335283
2026-08-07 11:15:00,9684.0,9689.0,9639.0,9656.0,1707,343792
2026-08-07 14:15:00,9662.0,9678.0,9646.0,9651.0,978,345530
2026-08-07 15:00:00,9651.0,9671.0,9650.0,9662.0,99,346412
2026-08-07 22:00:00,9670.0,9717.0,9655.0,9688.0,64228,357938
2026-08-07 23:00:00,9688.0,9699.0,9676.0,9686.0,46,356731
2026-08-10 10:00:00,9696.0,9722.0,9670.0,9686.0,71526,368063
2026-08-10 11:15:00,9686.0,9747.0,9685.0,9735.0,3215,380577
2026-08-10 14:15:00,9735.0,9736.0,9694.0,9708.0,37313,382302
2026-08-10 15:00:00,9707.0,9722.0,9689.0,9710.0,27430,384508
2026-08-10 22:00:00,9732.0,9758.0,9725.0,9754.0,68899,395870
2026-08-10 23:00:00,9753.0,9762.0,9736.0,9746.0,7994,395583
2026-08-11 10:00:00,9760.0,9762.0,9718.0,9736.0,63766,405710
2026-08-11 11:15:00,9736.0,9756.0,9721.0,9750.0,1908,405578
2026-08-11 14:15:00,9750.0,9755.0,9740.0,9750.0,25878,406745
2026-08-11 15:00:00,9749.0,9773.0,9742.0,9744.0,42706,409116
2026-08-11 22:00:00,9716.0,9726.0,9673.0,9688.0,103423,416457
2026-08-11 23:00:00,9689.0,9701.0,9682.0,9696.0,14697,419924
2026-08-12 10:00:00,9708.0,9713.0,9682.0,9695.0,53137,424529
2026-08-12 11:15:00,9695.0,9730.0,9682.0,9705.0,47363,429115
2026-08-12 14:15:00,9706.0,9711.0,9668.0,9685.0,19273,433059
2026-08-12 15:00:00,9681.0,9694.0,9679.0,9691.0,1466,430382
2026-08-12 22:00:00,9685.0,9695.0,9671.0,9673.0,65311,439847
2026-08-12 23:00:00,9673.0,9724.0,9673.0,9713.0,21722,439581
2026-08-13 10:00:00,9720.0,9725.0,9680.0,9693.0,80987,445731
2026-08-13 11:15:00,9689.0,9697.0,9658.0,9680.0,73250,448852
2026-08-13 14:15:00,9682.0,9703.0,9675.0,9702.0,18706,451878
2026-08-13 15:00:00,9697.0,9748.0,9697.0,9735.0,352,454067
2026-08-13 22:00:00,9711.0,9753.0,9705.0,9727.0,90902,463383
2026-08-13 23:00:00,9727.0,9748.0,9724.0,9742.0,15203,462950
2026-08-14 10:00:00,9739.0,9764.0,9724.0,9726.0,71060,469218
2026-08-14 11:15:00,9726.0,9784.0,9719.0,9770.0,31427,476571
2026-08-14 14:15:00,9771.0,9823.0,9766.0,9821.0,83222,484920
2026-08-14 15:00:00,9819.0,9848.0,9815.0,9838.0,73428,487998
2026-08-14 22:00:00,9809.0,9817.0,9790.0,9799.0,77909,489091
2026-08-14 23:00:00,9799.0,9811.0,9797.0,9805.0,11564,486855
2026-08-17 10:00:00,9815.0,9829.0,9776.0,9815.0,113108,491190
2026-08-17 11:15:00,9816.0,9825.0,9782.0,9789.0,51878,494132
2026-08-17 14:15:00,9789.0,9839.0,9786.0,9828.0,34927,498352
2026-08-17 15:00:00,9830.0,9845.0,9822.0,9838.0,39378,503165
2026-08-17 22:00:00,9861.0,9861.0,9826.0,9844.0,83693,507577
2026-08-17 23:00:00,9844.0,9846.0,9826.0,9837.0,12349,508418
2026-08-18 10:00:00,9869.0,9927.0,9836.0,9902.0,134766,525163
2026-08-18 11:15:00,9902.0,9950.0,9901.0,9926.0,2753,534879
2026-08-18 14:15:00,9927.0,9950.0,9899.0,9915.0,73483,533983
2026-08-18 15:00:00,9915.0,9952.0,9904.0,9946.0,729,541099
2026-08-18 22:00:00,9954.0,10015.0,9954.0,9984.0,154330,555139
2026-08-18 23:00:00,9984.0,9987.0,9913.0,9937.0,66651,547344
2026-08-19 10:00:00,9921.0,9971.0,9903.0,9968.0,94084,555935
2026-08-19 11:15:00,9969.0,9989.0,9946.0,9985.0,125,558691
2026-08-19 14:15:00,9988.0,10010.0,9978.0,9986.0,3081,561546
2026-08-19 15:00:00,9986.0,10018.0,9976.0,9994.0,2400,555286
2026-08-19 22:00:00,9987.0,10029.0,9987.0,10004.0,92616,559509
2026-08-19 23:00:00,10003.0,10058.0,10003.0,10052.0,39519,562923
2026-08-20 10:00:00,10033.0,10066.0,10015.0,10036.0,94261,562411
2026-08-20 11:15:00,10036.0,10138.0,10030.0,10119.0,150752,578343
2026-08-20 14:15:00,10119.0,10158.0,10110.0,10139.0,52651,578755
2026-08-20 15:00:00,10140.0,10180.0,10130.0,10160.0,19083,578858
